title,title_detail,links,link,summary,summary_detail,published,published_parsed,id,guidislink,parss_district,parss_county,parss_party,parss_personal_history,parss_occupation,parss_parents,parss_education,parss_career,parss_other_boards_committees_commissions,parss_military_service,parss_district_1_street1,parss_district_1_street2,parss_district_1_citystatezip,parss_district_1_phone,parss_district_2_street1,parss_district_2_street2,parss_district_2_citystatezip,parss_district_2_phone,parss_district_3_street1,parss_district_3_street2,parss_district_3_citystatezip,parss_district_3_phone,parss_capitoladdress_street1,parss_capitoladdress_street2,parss_capitoladdress_citystatezip,parss_capitoladdress_phone,parss_imagesrc,parss_memberelect,parss_vacant
DOUG MASTRIANO,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/SenateMembers.xml', 'value': 'DOUG MASTRIANO'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1869'}]",https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1869,"District 33; Last Updated: Monday, December 12, 2022","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/SenateMembers.xml', 'value': 'District 33; Last Updated: Monday, December 12, 2022'}","Mon, 12 Dec 2022 15:36:55 GMT","time.struct_time(tm_year=2022, tm_mon=12, tm_mday=12, tm_hour=15, tm_min=36, tm_sec=55, tm_wday=0, tm_yday=346, tm_isdst=0)",Senate_33_20221212_033655,False,33,Adams County (Part) and Franklin County (Part),R,Married: Rebecca (Stewart). Children: Josiah,Legislator. Retired military colonel and combat veteran.,,"-	1986 Bachelor of Arts, History, Eastern University, St. Davids, Pennsylvania<br />-	1992 Masters Strategic Intelligence, Joint Intelligence College, Washington, DC<br />-	2001 Masters Airpower Theory, Air University, Maxwell AFB, AL<br />-	2002 Masters Military Operational Art and Science, Air University, Maxwell AFB, AL<br />-	2010 Masters Strategic Studies, US Army War College, Carlisle, Pennsylvania<br />-	2013 Ph.D. University of New Brunswick, Canada (Doctor of History)","Doug Mastriano is a combat veteran and the son of a career US Navy man.  He retired from the U.S. Army in November 2018 after 30 years of active duty as a Colonel. Doug is an Eagle Scout and worked as a paperboy, janitor, security guard, short-order cook, pizza delivery person and dishwasher. <br /><br /><br /><br />Doug was commissioned in the U.S. Army in 1986 and served on the Iron Curtain with the 2nd Armored Cavalry Regiment in West Germany. While serving along the East German and Czechoslovakian borders, he witnessed the end of the Cold War and thereafter deployed to Iraq for Operation Desert Storm (1991) to liberate Kuwait. His regiment led the attack against Saddam's elite Republican Guard forces. Doug went on to serve in Washington, DC, the 3rd Infantry Division and US Army Europe.  After 9/11, Mastriano was the lead planner for the operation to invade Iraq via Turkey.  He served four years with NATO and deployed three times to Afghanistan.  Mastriano was the director of NATO's Joint Intelligence Center in Afghanistan, leading 80 people from 18 nations.  On his own initiative, Doug led seven relief operations to help Afghan orphans.  He completed his career as a Professor of the U.S. Army War College (PAWC), Carlisle, PA, and taught Strategic Studies at the Master Degree level to the next generation of senior leaders.<br /><br /><br /><br />Doug is a Doctor of History (PhD) and has four master's degrees: Strategy, Strategic Intelligence, Military Operations, and Airpower.  He earned a BA from Eastern University in St. Davids, Pennsylvania and was the alumnus of the year in 2009.<br /><br /><br /><br />Published Books:  <br /><br />-	Douglas Mastriano, Thunder in the Argonne: A New History of America's Greatest Battle, (Lexington, KY: University Press of Kentucky, 2018).<br /><br />-	Douglas Mastriano, Alvin York, (Lexington, KY: University Press of Kentucky, 2014).<br /><br />Published Security Studies:<br /><br />-	Project 1721: a Strategic Assessment of the Emerging Russian Approach, (Carlisle, PA, US Army War College; 2017).<br /><br />-	Project 1704: Russian Landpower, (Carlisle, PA, US Army War College; 2015).",,"-	1986            Commissioned as an officer in the United States Army<br /><br />-	1988-1990 2nd Armored Cavalry Regiment (2ACR) on the Iron Curtain<br /><br />-	1990-1991 2ACR for Operations Desert Shield/Storm in Iraq<br /><br />-	1992-1995 Assignments in Washington, DC<br /><br />-	1995-1998 229th Military Intelligence Battalion<br /><br />-	1998-2000 3rd Infantry Division (Rock of the Marne)<br /><br />-	2002-2005 US Army Europe<br /><br />-	2005-2009 NATO (Deployments to Afghanistan 2006, 2007, 2008)<br /><br />-	2009-2010 U.S. Army War College, Carlisle, Pennsylvania.<br /><br />-	2012-2017 Professor Army War College (PAWC), Carlisle, Pennsylvania<br /><br /><br /><br />-	  Retired as Colonel in the United States Army",37 South Main Street,Suite 200,"Chambersburg, PA 17201",(717) 264-6100,No Physical Location at this time.,,"Gettysburg, PA",(717) 334-4169,,,,,170 Main Capitol,,"Harrisburg, PA 17120",(717) 787-4651,https://www.legis.state.pa.us/images/members/200/1869.jpg,,false
GREG ROTHMAN,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/SenateMembers.xml', 'value': 'GREG ROTHMAN'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1733'}]",https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1733,"District 34; Last Updated: Thursday, March 9, 2023","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/SenateMembers.xml', 'value': 'District 34; Last Updated: Thursday, March 9, 2023'}","Thu, 09 Mar 2023 08:58:38 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=9, tm_hour=8, tm_min=58, tm_sec=38, tm_wday=3, tm_yday=68, tm_isdst=0)",Senate_34_20230309_085838,False,34,"Cumberland County (Part), Dauphin County (Part) and Perry County",R,,Chairman and a partner of RSR Realtors,,"University of Massachusetts/Amherst, BS Political Science <br />Johns Hopkins University, Masters - Real Estate",,,USMC - Staff Sgt,25 East McClure St.,P.O. Box 236,"New Bloomfield, PA 17068",(717) 582-2454,81 Walnut Bottom Road,Post Office Box 434,"Shippensburg, PA 17257",(717) 844-5441,"4 Flowers Dr., Suite 3",,"Mechanicsburg, PA 17050",(717) 283-4200,168 Main Capitol,,"Harrisburg, PA 17120",(717) 787-1377,https://www.legis.state.pa.us/images/members/200/1733.jpg,,false
WAYNE LANGERHOLC JR.,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/SenateMembers.xml', 'value': 'WAYNE LANGERHOLC JR.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1764'}]",https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1764,"District 35; Last Updated: Tuesday, March 14, 2023","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/SenateMembers.xml', 'value': 'District 35; Last Updated: Tuesday, March 14, 2023'}","Tue, 14 Mar 2023 11:02:18 GMT","time.struct_time(tm_year=2023, tm_mon=3, tm_mday=14, tm_hour=11, tm_min=2, tm_sec=18, tm_wday=1, tm_yday=73, tm_isdst=0)",Senate_35_20230314_110218,False,35,"Cambria County (Part), Centre County (Part) and Clearfield County (Part)",R,Married Cortney; three daughters,Attorney,,"Juniata College, Widener School of Law","Prior to running for the Senate, Wayne dedicated his career to protecting families and seeking justice for innocent victims of crime as a Cambria County Assistant District Attorney. He also worked to protect local taxpayers while serving as a Richland Township supervisor. As a lifelong resident of Richland Township, in the heart of the 35th Senatorial District, Wayne understands the opportunities and challenges faced by the region and the Commonwealth, and has fought for jobs, government reform, and public safety. As an Assistant District Attorney, Wayne served as the lead prosecutor for the Cambria County Drug Task Force, where he maintained an unblemished 100% felony trial conviction record while working to keep our families and children safe. He earned a reputation as being tough on violent offenders, compassionate toward crime victims, and dedicated to teaching our children the dangers of drugs and alcohol.  His legislative priorities remains fighting crime and curbing the heroin and opioid drug epidemic. Member of the Pennsylvania Senate, January 2016 to date.",,,218 South 2nd Street,,"Clearfield, PA 16830",(814) 765-0555,341 Science Park Road,Suite 201,"State College, PA 16803",(814) 806-1197,999 Eisenhower Boulevard,Suite E,"Johnstown, PA 15904",(814) 266-2277,281 Main Capitol,,"Harrisburg, PA 17120",(717) 787-5400,https://www.legis.state.pa.us/images/members/200/1764.jpg,,false
RYAN P. AUMENT,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/SenateMembers.xml', 'value': 'RYAN P. AUMENT'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1198'}]",https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1198,"District 36; Last Updated: Friday, February 3, 2023","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/SenateMembers.xml', 'value': 'District 36; Last Updated: Friday, February 3, 2023'}","Fri, 03 Feb 2023 10:45:40 GMT","time.struct_time(tm_year=2023, tm_mon=2, tm_mday=3, tm_hour=10, tm_min=45, tm_sec=40, tm_wday=4, tm_yday=34, tm_isdst=0)",Senate_36_20230203_104540,False,36,Lancaster County (Part),R,"Raised in the ideals of his Pennsylvania home and tested on the field of combat defending his nation, Ryan Aument is committed to ensuring a prosperous and economically competitive Commonwealth for all. A lifelong resident of Lancaster County, Ryan currently lives in West Hempfield with his wife, Kate, a teacher at Mt. Calvary Christian School, and their two children, Jack and June. He is a member of the Mountville VFW Post 8757, the Lancaster County Career and Technology Foundation, the Lancaster County Metropolitan Planning Organization, and the Pennsylvania Higher Education Assistance Agency. The Aument family worships at Grace Church at Willow Valley.","State Senator, Republican Caucus Whip",David and Wanda Aument,"Solanco High School, 1995<br />The Citadel, B.S., Education, 1999","After serving in the United States Army, Ryan spent three years as a production supervisor at ICI Paints in Reading, while also winning a seat on the Quarryville Borough Council. He later managed the state House campaign of a high school friend, Bryan Cutler. After Cutler won office, he hired Ryan as a key aide. Ryan then won office as Lancaster County Clerk of Courts and went on to win two terms in the State House and later, two terms in the State Senate, where he served as chair of the Senate Education Committee and the Senate Communications and Technology Committee. Along with representing the constituents of the 36th State Senatorial District, Ryan also formed and chaired the first ever Nuclear Energy Caucus in a state legislature in the nation and serves as Majority Whip for the Senate Republican Caucus. <br /><br />During his tenure, Ryan's mission has been to ensure Pennsylvania is able to compete with higher growth states for high-quality, family-sustaining jobs and increased economic opportunity for Pennsylvanians in every class, sector, and corner of the Commonwealth. To do that, he has sponsored and helped pass proposals like his bill to establish a commission to redesign the state's education system to better prepare students for the jobs of today and tomorrow. Another one of Ryan's initiatives that focused on improving Pennsylvania's economic competitiveness was included in the 2022-23 state budget. It will cut the Corporate Net Income Tax rate in Pennsylvania to attract more high-paying jobs, employers, and economic opportunity.",,"Ryan served as a U.S. Army captain in Operation Iraqi Freedom, briefly commanding an infantry company of 150 soldiers after the company commander was wounded in combat. Throughout his military service, he earned the Bronze Star Medal, the Army Commendation Medal, the Army Achievement Medal, and the Army Parachutist Badge.",301 East Main Street,,"Lititz, PA 17543",(717) 627-0036,,,,,,,,,20 East Wing,,"Harrisburg, PA 17120",(717) 787-4420,https://www.legis.state.pa.us/images/members/200/1198.jpg,,false
DEVLIN J. ROBINSON,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/SenateMembers.xml', 'value': 'DEVLIN J. ROBINSON'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1924'}]",https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1924,"District 37; Last Updated: Wednesday, January 18, 2023","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/SenateMembers.xml', 'value': 'District 37; Last Updated: Wednesday, January 18, 2023'}","Wed, 18 Jan 2023 10:55:22 GMT","time.struct_time(tm_year=2023, tm_mon=1, tm_mday=18, tm_hour=10, tm_min=55, tm_sec=22, tm_wday=2, tm_yday=18, tm_isdst=0)",Senate_37_20230118_105522,False,37,Allegheny County (Part),R,,State Senator,,,"Senator Devlin Robinson was elected in November 2020 to serve residents of the 37th Pennsylvania State Senatorial District, which includes parts of Allegheny County.<br /><br />Robinson was raised in Brookline, a neighborhood in the south end of Pittsburgh, and attended Central Catholic High School. After graduation, he joined the United States Marine Corps - continuing a family tradition of military service dating back four generations. <br /><br />Following the 9/11 attacks, Robinson requested assignment to the infantry, ensuring him a spot on the front lines. He served one combat tour in Afghanistan and two in Iraq, where as an infantryman in Nasiriyah (ambush alley) his unit fought door-to-door to aid in the rescue of Army POW Jessica Lynch. He also later served in Fallujah.<br /><br />Upon his honorable discharge, Robinson returned home to Pittsburgh and founded his own company, Veterans Medical Technology and earned a business degree from Robert Morris University and an MBA from the University of Pittsburgh's Katz School of Business.<br /><br />Robinson has prime-sponsored an assortment of legislation focusing on lowering and reforming tax codes, assisting and honoring veterans, supporting small-businesses and more. He also played a vital role in the opposition of PennDOT's bridge tolling plan, vocalizing his disapproval and sponsoring legislation against it. Through his persistence and amplifying the voices of his constituents, PennDOT has permanently halted the bridge tolling initiative.<br /><br />Robinson serves as the chair of the Labor and Industry Committee, vice chair of the Law and Justice Committee and is a member of the Appropriations, Banking and Insurance, Community, Economic and Recreational Development, Consumer Protection and Professional Licensure, and Local Government committees.<br /><br />Robinson's commitment to his fellow veterans never waivers as he serves on numerous veterans' service organizations, as well as many other charitable organizations in and around southwestern Pennsylvania.",,,1700 N. Highland Road,Suite 307,"Pittsburgh, PA 15241",(412) 785-3070,,,,,,,,,172 Main Capitol,,"Harrisburg, PA 17120",(717) 787-5839,https://www.legis.state.pa.us/images/members/200/1924.jpg,,false
LINDSEY MARIE WILLIAMS,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/SenateMembers.xml', 'value': 'LINDSEY MARIE WILLIAMS'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1803'}]",https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1803,"District 38; Last Updated: Thursday, January 5, 2023","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/SenateMembers.xml', 'value': 'District 38; Last Updated: Thursday, January 5, 2023'}","Thu, 05 Jan 2023 09:19:42 GMT","time.struct_time(tm_year=2023, tm_mon=1, tm_mday=5, tm_hour=9, tm_min=19, tm_sec=42, tm_wday=3, tm_yday=5, tm_isdst=0)",Senate_38_20230105_091942,False,38,Allegheny County (Part),D,,State Senator,,,"Senator Lindsey M. Williams represents the 38th Senatorial District in Allegheny County, which encompasses the 11th and 12th Wards of the City of Pittsburgh, the North Hills suburbs, and many of the communities along the Allegheny River Valley. <br /><br />Lindsey has spent her career fighting for working families. Following her graduation from Duquesne University School of Law, she took a position as the Director of Advocacy at the National Whistleblowers Center, where she worked to promote the passage of bipartisan legislation that protected whistleblowers for reporting waste, fraud, and abuse. However, when Lindsey attempted to form a staff union with her coworkers to protect their rights, she was illegally terminated, she took her case to the National Labor Relations Board and, after two years of litigation, successfully resolved her claim. Following her illegal termination, Lindsey went on to work for the International Brotherhood of Teamsters and the Pittsburgh Federation of Teachers prior to her election to the state Senate in 2018. <br /><br />Lindsey was raised in a union household, and her parents stressed hard work and education through both words and actions. Her father Jack was a member of Operating Engineers Local 542 for 40 years. Her mother Nancy worked with a temporary service company when Lindsey and her sister Caitlyn were school-aged and later took a job as an accounts receivable clerk at a local company. When her job was eliminated and relocated to India, Nancy was able to take advantage of education incentives with her unemployment benefits and finished her college degree in May 2014, more than 15 years after starting her education.<br /><br />As a state Senator, Lindsey's top priority is serving the constituents of the 38th District through offering one-on-one assistance in her District Office, hosting community events to connect residents with area services, and supporting local organizations and projects. She is also committed to fighting for family-sustaining, union jobs; fully-funded education for all students; and access to quality, affordable healthcare for all Pennsylvanians. Lindsey is honored to serve as the Minority Chair of the Senate Education Committee for the 2021-2022 legislative session, in addition to serving on the Transportation, Labor & Industry, Veterans Affairs & Emergency Preparedness, Urban Affairs & Housing, and Game & Fisheries Committee.",,,5000 McKnight Road,Suite 405,"Pittsburgh, PA 15237",(412) 364-0469,1826 Union Avenue,,"Natrona Heights, PA 15065",(724) 224-2131,,,,,366 Main Capitol,,"Harrisburg, PA 17120",(717) 787-6538,https://www.legis.state.pa.us/images/members/200/1803.jpg,,false
KIM L. WARD,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/SenateMembers.xml', 'value': 'KIM L. WARD'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1188'}]",https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1188,"District 39; Last Updated: Tuesday, January 31, 2023","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/SenateMembers.xml', 'value': 'District 39; Last Updated: Tuesday, January 31, 2023'}","Tue, 31 Jan 2023 12:50:21 GMT","time.struct_time(tm_year=2023, tm_mon=1, tm_mday=31, tm_hour=12, tm_min=50, tm_sec=21, tm_wday=1, tm_yday=31, tm_isdst=0)",Senate_39_20230131_125021,False,39,Westmoreland County (Part),R,"She and her husband, Dr. Thomas Ward, have three sons: Tom, Michael, and Matthew. They also have six beautiful ""grand angels,"" Josie Jane, Thomas, George, Roman, Kennedy, and Noah.","State Senator, President Pro Tempore",Roger (deceased) and Joanna Renko,Community College of Allegheny County; University of Pittsburgh; and Middle Tennessee State University,"Senator Kim Ward currently serves as the Senate President Pro Tempore. She is the first woman in the history of the Pennsylvania Legislature to serve as Senate Pro Tempore and Senate Majority Leader in either the Pennsylvania House or Senate. <br /><br />In 2008, Senator Ward won the Pennsylvania 39th Senatorial District seat and was the first woman ever elected to that seat. She was re-elected in 2012 and 2016, and most recently in 2020. During the 2019-20 legislative session, she was appointed to the Majority Caucus Administrator position in the Senate. Prior to her election to the Senate, she served as a Westmoreland County Commissioner in 2008, and on the Hempfield Township Board of Supervisors from 2002-07, where she was Chairwoman of the Board.<br /><br />In her role as Senate Majority Leader and representing the 39th district in Westmoreland, the foundation of every decision by Senator Ward is based on what is good for Pennsylvanians and our Commonwealth.<br /><br />Reaching across the aisle, Senator Ward has worked in a bipartisan manner to help lead the General Assembly through the COVID-19 pandemic and put measures in place to position the Commonwealth to transition out of crisis and on to a path of prosperity.<br /><br />Maintaining the balance of government responsibility, to prevent government overreach, was critical during the pandemic, and Senator Ward led efforts to ensure the people's voice was not lost by advancing a constitutional amendment giving the people a say through the introduction of Senate Bill 2, which instituted the largest transfer of executive power since President Herbert Hoover. Under her leadership, Senator Ward was also able to advance legislation that set best practices in the areas of regulatory reform including hospital funding - making some health care and business waivers permanent - while ensuring fiscal solvency with the state budget and replenishing our state rainy day fund in the last two budget cycles.<br /><br />As part of an overall strategy to move beyond the economic challenges brought on by the COVID-19 pandemic, Senator Ward also worked in a bipartisan manner to ensure that Pennsylvania could recover more quickly from an economic perspective by focusing on unleashing our energy potential, positioning small- and medium-sized businesses to thrive and large corporations to stay, grow, invest, and relocate to our state all to create good paying jobs for Pennsylvania workers.<br /><br />Delivering on that promise, Senator Ward advanced efforts to reduce the Corporate Net Income Tax (CNIT) for Pennsylvania, taking it from one of the highest in the nation to phasing it down to one of the most competitive rates among states. She also helped to provide more certainty for businesses through regulatory reform and make tax code adjustments for small- medium-sized businesses.<br /><br />In addition to her work as Majority Leader, Senator Ward's legislative accomplishments include passing laws reducing spending on state-subsidized methadone treatment transportation; implementing the federal E-Verify program to ensure workers on publicly funded construction projects are legally permitted to work; and re-authorizing the emergency services grant program. A champion for the welfare of children and youth, Senator Ward also led efforts to enact legislation reforming Pennsylvania's child abuse laws and providing greater protections for children against abuse. Most recently, Senator Ward championed legislation to expand Megan's Law to include the sex trafficking of minors to the sex offender registry, offering one more resource to reduce such heinous acts. Her Ready to Succeed legislation created one of the most successful higher education grant programs that helps middle-class families. Senator Ward also helped to extend benefits to the families of campus police officers who die in the line of duty, championed efforts to ensure continued access to quality eye care for patients and added more crime victim representation within the Pennsylvania Commission on Crime and Delinquency (PCCD), so policy and funding priorities for crime victim assistance are being decided by a more diverse representation of Pennsylvanians affected by crime.<br /><br />She is a member of Our Lady of Grace Catholic Church in Hempfield Township, the Italian Sons and Daughters of America and the NRA. Senator Kim Ward is a native southwestern Pennsylvania resident who grew up in Meadowlands, Washington County. She attended The Community College of Allegheny County Respiratory Therapy program, the University of Pittsburgh, and Middle Tennessee State University.<br /><br />Before entering politics, Kim worked as a Board-Certified Respiratory Therapist at Allegheny General Hospital, Vanderbilt University Hospital, and Hershey Medical Center.",,,1075 South Main Street,Suite 116,"Greensburg, PA 15601",(724) 600-7002,,,,,,,,,292 Main Capitol,,"Harrisburg, PA 171203039",(717) 787-6063,https://www.legis.state.pa.us/images/members/200/1188.jpg,,false
ROSEMARY M. BROWN,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/SenateMembers.xml', 'value': 'ROSEMARY M. BROWN'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1200'}]",https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1200,"District 40; Last Updated: Wednesday, January 18, 2023","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/SenateMembers.xml', 'value': 'District 40; Last Updated: Wednesday, January 18, 2023'}","Wed, 18 Jan 2023 13:49:23 GMT","time.struct_time(tm_year=2023, tm_mon=1, tm_mday=18, tm_hour=13, tm_min=49, tm_sec=23, tm_wday=2, tm_yday=18, tm_isdst=0)",Senate_40_20230118_014923,False,40,Allegheny (part) and Butler (part) Counties,R,Married to Joseph J.,Legislator,,"East Stroudsburg High School, 1988<br />University of Scranton, B.A., 1992","Senator Rosemary Brown was elected to the Senate of Pennsylvania in November 2022 after serving in the Pennsylvania House of Representatives for six terms. Brown represents the 40th Senatorial District, which includes Lackawanna, Monroe and Wayne counties.<br /><br />Brown has been appointed chair of the Senate's Local Government committee, vice chair of the Community, Economic and Recreational Development committee, and member of the Appropriations, Judiciary, Labor and Industry, Transportation, and Urban Affairs and Housing committees. <br /><br />A longtime Pocono resident, Brown is focused on reforming school property taxes and creating a fairer allocation of state education funds. She is passionate about creating a business-friendly, low-tax atmosphere that will attract businesses to Pennsylvania and generate family-sustaining jobs.<br /><br />She is a graduate of East Stroudsburg High School and earned a bachelor's degree in communications from the University of Scranton.<br /><br />Her business career began in an executive management training program with Macy's. Brown then continued working as an executive sales manager and assistant buyer with Macy's, Saks Fifth Avenue and Bon-Ton. She transferred her business skills into the field of pharmaceutical sales in primary care, hospital and specialty sales.<br /><br />Brown is a member of St. John's Parish in East Stroudsburg. She has been happily married to her high school sweetheart, Joe, for 23 years. They have three children: Kennedy, Carter and Reagan.",,,2398 Route 611,Suite 201,"Scotrun, PA 18355",(570) 620-4326,487 Cortez Road,,"Jefferson Township, PA 18436",(570) 213-5705,,,,,187 Main Capitol,,"Harrisburg, PA 17120",(717) 787-6123,https://www.legis.state.pa.us/images/members/200/1200.jpg,,false
JOE PITTMAN,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/SenateMembers.xml', 'value': 'JOE PITTMAN'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1870'}]",https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1870,"District 41; Last Updated: Tuesday, April 4, 2023","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/SenateMembers.xml', 'value': 'District 41; Last Updated: Tuesday, April 4, 2023'}","Tue, 04 Apr 2023 09:28:57 GMT","time.struct_time(tm_year=2023, tm_mon=4, tm_mday=4, tm_hour=9, tm_min=28, tm_sec=57, tm_wday=1, tm_yday=94, tm_isdst=0)",Senate_41_20230404_092857,False,41,"Armstrong County (Part), Indiana County (Part), Jefferson County and Westmoreland County (Part)",R,,State Senator,,,"Senate Majority Leader Joe Pittman is serving his first full term in the Pennsylvania Senate. Joe is a lifelong resident of Indiana County, and represents the 41st Senatorial District in Armstrong, Indiana, Jefferson and Westmoreland counties. <br /><br />As leader of the Senate Republican Caucus, Joe works with his colleagues to ensure the rights of Pennsylvania citizens remain safeguarded. He has been a champion for advancing legislative initiatives to create jobs, implement infrastructure improvements, support law enforcement and limit government overreach. <br /><br />Prior to being elected by his colleagues to serve as majority leader in 2022, Joe served as chairman of the Senate Urban Affairs and Housing Committee, vice chairman of the Senate Environmental Resources & Energy Committee, and as a member of the Appropriations, Banking & Insurance, Consumer Protection & Professional Licensure, and Judiciary committees. He was also a member of the Pennsylvania Infrastructure Investment Authority (PENNVEST) Board of Directors. <br /><br />Thanks in large part to his parents John and Mary Ann (Yevchak), Joe learned the importance of service and civic leadership at a young age. He has carried on the enduring tradition of working to better his community by serving as a past board member of the United Way of Indiana and as a member of the Purchase Line Red Dragon Foundation. Joe is also a life-member of the NRA, as well as a member of the Indiana County Republican Committee, Ford City Sportsmen's Association and the Indiana-Franklin Lodge #313. <br /><br />Prior to joining the Senate, Joe served as former Sen. Don White's chief of staff. In that role, he developed strong working relationships with members of the General Assembly, legislative staff and officials across several state agencies. <br /><br />Joe holds a bachelor's degree in Political Science from Penn State University. <br /><br />Joe resides in Indiana County with his wife Gina (DiMaio) and their four children: Joe Jr., Sam, Rosie and Frannie. He and Gina are members of the St. Thomas More University Parish in Indiana.",,,618 Philadelphia Street,,"Indiana, PA 15701",(724) 357-0151,109 South Jefferson Street,,"Kittanning, PA 16201",(724) 543-3026,2400 Leechburg Rd.,Suite 102,"New Kensington, PA 15068",(724) 216-6165,350 Main Capitol,,"Harrisburg, PA 17120",(717) 787-8724,https://www.legis.state.pa.us/images/members/200/1870.jpg,,false
WAYNE D. FONTANA,"{'type': 'text/plain', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/SenateMembers.xml', 'value': 'WAYNE D. FONTANA'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1041'}]",https://www.legis.state.pa.us/cfdocs/legis/home/member_information/Senate_bio.cfm?id=1041,"District 42; Last Updated: Thursday, January 5, 2023","{'type': 'text/html', 'language': None, 'base': 'https://www.legis.state.pa.us/WU01/LI/RSS/SenateMembers.xml', 'value': 'District 42; Last Updated: Thursday, January 5, 2023'}","Thu, 05 Jan 2023 09:23:10 GMT","time.struct_time(tm_year=2023, tm_mon=1, tm_mday=5, tm_hour=9, tm_min=23, tm_sec=10, tm_wday=3, tm_yday=5, tm_isdst=0)",Senate_42_20230105_092310,False,42,Allegheny County (Part),D,Married to Francine,State Senator,Joseph and Mary Fontana,"Community College of Allegheny County, 1971, Associate Degree","Former member Teamsters Union 249, 211; former member Boiler Makers Union, Local 154; 5-year member of Allegheny County Council; member of National Realtors Association, Pennsylvania Realtors Association, Pittsburgh Realtors Association, Order of Italian Sons and Daughters of America, and Hilltop Lions Club; member of Senate June 14, 2005 to date.",,,1039 Brookline Boulevard,Suite 2,"Pittsburgh, PA 15226",(412) 344-2551,,,,,,,,,543 Main Capitol,,"Harrisburg, PA 17120",(717) 787-5300,https://www.legis.state.pa.us/images/members/200/1041.jpg,,false
